atri0,atri1,atri2,atri3,atri4,atri5,atri6,atri7,atri8,atri9,atri10,atri11,atri12,atri13,atri14,atri15,atri16,atri17,atri18,atri19,atri20,atri21,atri22,atri23,atri24,atri25,atri26,atri27,atri28,atri29,atri30,atri31,atri32,atri33,atri34,atri35,atri36,atri37,atri38,atri39,atri40,atri41,atri42,atri43,atri44,atri45,atri46,atri47,atri48,atri49,atri50,atri51,atri52,atri53,atri54,atri55,atri56,atri57,atri58,atri59,Classes
12.729035099164921,16.07679993204413,4.4506781429316655,15.977100832786089,39.759610355648526,16.07679993204413,13.736396290491117,15.977100832786089,72.67713901991624,47.53220380110437,25.524427655677663,47.300501042746035,0.03992242654161966,0.03655299485994292,0.04861207902429609,0.03683263667307768,0.031215243813494224,0.03655299485994292,0.03904474573432819,0.03683263667307768,0.027305082323990277,0.028875962135988777,0.0343545850418157,0.02923893623111642,0.5389603325912603,0.4919545847758183,0.6660620308871015,0.4935418527762821,0.4021187229538796,0.4919545847758183,0.5242577516679162,0.4935418527762821,0.33573527433682915,0.36721454604488424,0.4507812493310021,0.3704817039286931,0.9959889818627709,0.9949319425658822,0.9985987958625752,0.9949633642272543,0.9874550210982288,0.9949319425658822,0.9956735667055905,0.9949633642272543,0.9770389466909621,0.984989870217755,0.9919574175615861,0.9850629432697645,1.8401063413361152,2.130766039055022,1.0246152842983827,2.105857599785677,3.309054654811716,2.130766039055022,1.8601946185997906,2.105857599785677,4.51905463836478,3.6828642069227864,2.533840266875982,3.632920607022468,james
12.77146072546973,15.956472306350282,4.393746739697443,15.732639399374667,37.25984244246859,15.956472306350282,13.12630943051202,15.732639399374667,65.90912932389932,44.034941829199504,23.496016483516502,43.78573864456132,0.05050131010897312,0.04655496269924661,0.0591130738608796,0.04699278483851042,0.040788758008894296,0.04655496269924661,0.04950301359914585,0.04699278483851042,0.03626427361518732,0.0376214297680757,0.04444772507743667,0.0382975954933829,0.5708899373154037,0.526051814064699,0.6883572462244567,0.5289602858760428,0.44459791070100546,0.526051814064699,0.5574680530128502,0.5289602858760428,0.3844516908803544,0.4103139321607153,0.49005938655428144,0.4156068877842415,0.9959378714133451,0.9949257858233512,0.9986025518210717,0.9949969590389027,0.9881509352057272,0.9949257858233512,0.9958259044157718,0.9949969590389027,0.9790434705652594,0.9860015362981364,0.9925297688680723,0.986080680890049,1.7046418319415442,1.9716905002270644,0.9621609285341679,1.95805032001333,3.0006243462343103,1.9716905002270644,1.7272368077324978,1.95805032001333,4.042646095387839,3.3240579215907458,2.3214285714285707,3.2948610327776384,james
12.005290970772446,14.551945400073834,3.0998663275952003,14.023764951107712,36.87025692991632,14.551945400073834,9.789651907001044,14.023764951107712,67.07473794549266,43.04630382602534,18.977534667713236,42.24470101389017,0.052072794484043845,0.04826876796530019,0.06192115624088725,0.04874032348989865,0.04197730403535071,0.04826876796530019,0.051679042228560824,0.04874032348989865,0.03732408031736542,0.03908419347400594,0.046279385197831216,0.03964987894587879,0.5829556951571905,0.5414877910197932,0.7098878543417906,0.5449506864695352,0.4537714529513891,0.5414877910197932,0.57779107433121,0.5449506864695352,0.39236707741153726,0.4223260564900803,0.5063710447954621,0.4271046579399649,0.9960118331474317,0.9951670246486127,0.9989702457302241,0.9953424366770339,0.9877544090003236,0.9951670246486127,0.9967487559754389,0.9953424366770339,0.9777276654884606,0.9857102174360909,0.9936989617201637,0.9859762388448928,1.6056889352818358,1.8431853006230383,0.8462213093375065,1.818309532444027,2.878075967573222,1.8431853006230383,1.5570892110762797,1.818309532444027,3.925248951781971,3.185657979302476,2.150009811616954,3.1508866620322387,james
13.537911012526088,16.21279007844329,3.7170937663015104,15.978107102368327,40.47633368200835,16.21279007844329,11.29416797283177,15.978107102368327,72.33891837002092,46.124119568211334,20.895653453689174,46.28345640796948,0.050966501617635114,0.04731948449529927,0.058929150869042136,0.047811750417012244,0.04192822648882089,0.04731948449529927,0.05060148755947069,0.047811750417012244,0.0375113229687479,0.0385360745788593,0.045759173831975655,0.03931510785651791,0.5673275497527517,0.5253473358666516,0.693193912272512,0.5297223340293324,0.44230782055985346,0.5253473358666516,0.5605928739979196,0.5297223340293324,0.3812497449701119,0.4091537385075992,0.49090124682676206,0.4159158816298381,0.9968033499431793,0.9961727241902364,0.9991222553778172,0.9962281194052078,0.9904453586886285,0.9961727241902364,0.9973337085488563,0.9962281194052078,0.9829290451382086,0.9891177107234687,0.995068277823939,0.989080059134472,1.7752805323590808,2.033700229677763,0.9257726917057901,1.9947497557835996,3.152477771966526,2.033700229677763,1.6861611807732495,1.9947497557835996,4.274380896226418,3.478731915898269,2.3049090790162228,3.4269225220025965,james
13.627655271398748,17.16022882831668,4.323943661971829,16.200067955867897,40.380887160041844,17.16022882831668,13.31167385057471,16.200067955867897,71.7694313417191,48.450331842446985,24.725055599162737,46.433234742461416,0.04590117749701349,0.042658576589023,0.0544241179725165,0.042947763995041376,0.03687928070904653,0.042658576589023,0.04609987563954502,0.042947763995041376,0.032431126925378105,0.03437994879275222,0.041512549375385406,0.034717259096352794,0.562029399564896,0.5190423980626414,0.6851705867840064,0.520443979347854,0.4287014933787348,0.5190423980626414,0.5527599255503155,0.520443979347854,0.36338296161279743,0.3978487877353125,0.4839364425894157,0.3994751979454961,0.9965867729072315,0.9957015600860427,0.998917523179756,0.9959420647396998,0.98988017430178,0.9957015600860427,0.9966671535285442,0.9959420647396998,0.9820032707175935,0.9878553542786427,0.9938089404073922,0.9883609082207153,1.7679997390396645,2.0464060167079965,0.9743544600938967,2.0125751026689005,3.1465971495815874,2.0464060167079965,1.7668789184952982,2.0125751026689005,4.283274371069183,3.504134914284964,2.407806776556777,3.4562735273671623,james
15.109107515657621,18.78444268020556,4.554606807511734,17.76445450714027,44.62338519874476,18.78444268020556,14.00029388714733,17.76445450714027,78.322517033543,52.76792342702744,25.83745094191524,50.59660156608645,0.04548190734233739,0.04226386330645975,0.05397037430160476,0.04246920850706198,0.03656291096259347,0.04226386330645975,0.04581478109893883,0.04246920850706198,0.03216665363617828,0.03408115645565163,0.041322155232370594,0.03430683464612413,0.5473581872978203,0.5018669375707858,0.6721305618883816,0.5055232787742889,0.41525372971028995,0.5018669375707858,0.5385555702001318,0.5055232787742889,0.35170770753457875,0.3826149359489187,0.4701331348062698,0.3880732383752328,0.9961734670814798,0.9952420415033374,0.9988471840750431,0.995500395299291,0.9886904817061256,0.9952420415033374,0.9964559342639391,0.995500395299291,0.9801351402438065,0.9866227690294085,0.99345859673612,0.9871732021321871,1.8749086638830894,2.165822118981577,1.0191868805425144,2.124019458901402,3.3303870292887,2.165822118981577,1.8416731974921645,2.124019458901402,4.519942348008388,3.706598155847904,2.4978316326530603,3.6332222819742657,james
14.504573329853862,17.337162385120283,3.921586463223787,17.15175394748449,43.91810604079494,17.337162385120283,12.091816875653082,17.15175394748449,78.74430359014677,50.24072021615665,22.62340724751441,49.65589708949255,0.06187516491427718,0.058467951862340266,0.07005417678455277,0.05871569112230444,0.0525435335986477,0.058467951862340266,0.06285617075157297,0.05871569112230444,0.04772206938946567,0.04920023041167926,0.05808704186106446,0.04958354141710092,0.5829894828891867,0.5419918763123496,0.6992838988886954,0.545735688853831,0.46090726994328635,0.5419918763123496,0.5753866002774906,0.545735688853831,0.40119599734653516,0.4286861365831918,0.5099842319660973,0.4347178592445936,0.9968947990124177,0.9962893614790247,0.9991609619713209,0.9963290435479798,0.9905945878821324,0.9962893614790247,0.9974135899424056,0.9963290435479798,0.9831305979009065,0.9892461686584075,0.995162174389046,0.9893713406422399,1.7477426931106457,1.9959422505807285,0.9359057120500791,1.9724125313234075,3.109829367154811,1.9959422505807285,1.7028213166144195,1.9724125313234075,4.230132992662475,3.4304475282328393,2.326514259549975,3.37458519694128,james
13.29441544885178,16.25781410803022,4.268498956703182,16.407085052649464,39.95288964435148,16.25781410803022,13.23605668756531,16.407085052649464,71.43588181341721,46.72478718799597,24.601838042909474,46.991717055127815,0.04098281314344888,0.03770711156180172,0.05006675608273289,0.03801137033197289,0.032166703708100104,0.03770711156180172,0.0402633530139847,0.03801137033197289,0.028218312476244876,0.029899615134171727,0.03553117805353568,0.03032796460705472,0.5368604694465529,0.4911902807721948,0.6671903377169147,0.49372225242149165,0.4011103850936355,0.4911902807721948,0.5240649640394349,0.49372225242149165,0.33758087883971927,0.3674076327721464,0.45067095582203975,0.3724226386843405,0.9955767226876425,0.9945889401884401,0.9985810350222842,0.9945392479518653,0.9866909787635484,0.9945889401884401,0.9955985075873804,0.9945392479518653,0.9761749159455169,0.9844246192694276,0.9918162167672275,0.9843355169117751,1.858650835073068,2.1320108075966826,1.0124347939488787,2.1159725693525573,3.305923117154813,2.1320108075966826,1.8430316091954033,2.1159725693525573,4.474547955974842,3.651427709500138,2.512912087912089,3.6166695085321554,james
13.514271268267224,16.845949274865145,4.572544992175273,16.96884158115009,41.59039618200836,16.845949274865145,14.091679728317661,16.96884158115009,76.333713312369,49.38415026035863,26.169698456305593,50.201873007961595,0.05633885372275006,0.0534543981162435,0.06315358149052717,0.053652135334999976,0.04829689037618917,0.0534543981162435,0.05709005226453819,0.053652135334999976,0.0434291395013069,0.045339354731941686,0.053287288928415465,0.045869258469578615,0.5703291730310136,0.5352098809638787,0.7016547101717946,0.5351732059806277,0.45316979356773235,0.5352098809638787,0.5816967538992304,0.5351732059806277,0.39598248916650547,0.4279332447528527,0.5208068946498783,0.4287469280561454,0.9979792897042802,0.9974813594186677,0.9993162734062986,0.9974629842012441,0.9937820263557432,0.9974813594186677,0.9978930856767331,0.9974629842012441,0.9885892308669377,0.9926181439660923,0.9960875960791078,0.9924958934466119,1.7601285229645087,2.0106671109934946,0.9451584507042253,2.0128789438089925,3.1681746861924682,2.0106671109934946,1.6959117032392905,2.0128789438089925,4.352207809224318,3.482935690770059,2.289988880167452,3.4843850421689124,james
12.850101122129441,15.052459969746566,3.4033711528429835,15.862637667806887,41.26502680439334,15.052459969746566,10.932321055381394,15.862637667806887,77.7186746593292,47.13189097729569,21.402544479330196,49.38460605186185,0.05643954427367862,0.05395295800486734,0.06409115638921721,0.05397266985570556,0.04840498676790386,0.05395295800486734,0.057950074520272545,0.05397266985570556,0.043594394337114664,0.045885616386921735,0.054233790497727266,0.04618611902632069,0.5791995201622681,0.5469909970797566,0.7183509270994289,0.5452313227438577,0.4584018545217515,0.5469909970797566,0.5968390893701974,0.5452313227438577,0.39726957174450606,0.43695842898670967,0.533254967579305,0.4343003554684676,0.9981001689224127,0.9977746765883331,0.9994967943528515,0.9976549004106995,0.9938998762829447,0.9977746765883331,0.9983836861052668,0.9976549004106995,0.9885123775527572,0.9930332641158904,0.9968358492364296,0.9927002667528572,1.6702994519832974,1.881992021719741,0.850306468440271,1.9116377690872686,3.0480942730125493,1.881992021719741,1.5567855276906999,1.9116377690872686,4.240621724318656,3.3208706601434907,2.14198063840921,3.3771953410894406,james
11.712376043841338,15.072046288400783,4.145745305164319,14.453128420254766,36.661267651673654,15.072046288400783,12.487264890282132,14.453128420254766,67.11548414570235,43.75657782557941,22.68508307169022,43.16937736913209,0.045649587407297354,0.04167962006564748,0.054285735337139485,0.042096530135004265,0.036055976277897896,0.04167962006564748,0.04368641649965861,0.042096530135004265,0.031881355005633716,0.03323286325669294,0.038562332274569656,0.033787185350872634,0.5504362326133233,0.5042544002226161,0.6750258925373311,0.5080434455755316,0.4172212758954645,0.5042544002226161,0.5356815768173535,0.5080434455755316,0.35617450739811296,0.3822958003932675,0.46382656733405303,0.3892347979205812,0.9961023660610265,0.9949841584755121,0.9986205737379937,0.9951901205569748,0.9877977986959835,0.9949841584755121,0.9958449237830008,0.9951901205569748,0.9776576208020301,0.9854350631073422,0.9924513458874658,0.9856304216849853,1.7384133611691015,2.016658988960438,0.9745859415753775,1.9885651183836963,3.1226562499999995,2.016658988960438,1.7544213688610237,1.9885651183836963,4.245312499999999,3.459165672013746,2.371771978021979,3.419177345522749,james
13.916707985386225,17.180491438540777,4.4747098330725095,16.87089038522481,41.550254968619235,17.180491438540777,13.391431556948797,16.87089038522481,74.21273257337523,48.11902388478639,24.131580324437458,48.17981794572475,0.04516494048050689,0.0416406209360628,0.054220576662778006,0.04177176899608827,0.03576232416029506,0.0416406209360628,0.04401785299005885,0.04177176899608827,0.03177836162822612,0.033467178929292886,0.03910915947067741,0.03359914596216994,0.5415271610457433,0.49797388941734266,0.6668292918491197,0.49945763613934835,0.4102365214292687,0.49797388941734266,0.5300417223080583,0.49945763613934835,0.35120456317113957,0.38058902593871585,0.46089672751037286,0.3828592862036453,0.9956620422651562,0.9946449742587128,0.9986054421560155,0.9947414651483178,0.9870467414475717,0.9946449742587128,0.9958267338539818,0.9947414651483178,0.9768610375823258,0.9850004018698947,0.992480075622607,0.9849813437995556,1.8276226513569922,2.1009144638183996,1.0252184402712572,2.092645410855295,3.2343096234309634,2.1009144638183996,1.8379114420062694,2.092645410855295,4.360452699161424,3.5405556065633967,2.4673273155416013,3.5407720255505564,james
13.491417667014613,16.61945367402746,4.3350808555033895,16.487798981315397,40.027190115062766,16.61945367402746,13.027471917450367,16.487798981315397,71.29995414046118,46.54291982004432,23.585413396127667,47.00483007830433,0.0466772643185184,0.042783038602280304,0.05543314413778723,0.043208141972106096,0.037079641259881495,0.042783038602280304,0.04528404047904161,0.043208141972106096,0.032775847866577695,0.03428022511722844,0.04021303926647167,0.03478925401741242,0.5537387183372467,0.5078374129832612,0.6763087351901907,0.5125484359166321,0.42471651429562707,0.5078374129832612,0.541812814417596,0.5125484359166321,0.3640548150622906,0.390759618676038,0.47303119034637864,0.396806850312227,0.9957453709420078,0.9947592418682344,0.9986330493110305,0.9948007492283688,0.9873764716241259,0.9947592418682344,0.9958923903592517,0.9948007492283688,0.9775126868397503,0.9853232960389082,0.992563878517324,0.9851775417254175,1.787150965553235,2.0641300832132665,0.9901604068857588,2.0422894593261245,3.1581786087866117,2.0641300832132665,1.7750228578892366,2.0422894593261245,4.262414832285118,3.4867361393475966,2.387401883830454,3.462339817158747,james
13.597028314196237,16.482757832077134,4.073699139280125,16.51294265243513,40.57276085251045,16.482757832077134,12.256416536050155,16.51294265243513,72.33030332809223,46.89125273802809,22.346369701726857,47.23053212838236,0.04662734059342662,0.04291106841488804,0.05581115422357602,0.043297477745264025,0.037024894150417396,0.04291106841488804,0.04557123569389482,0.043297477745264025,0.032797320178919814,0.03432970072855609,0.040455039882320035,0.034881467813410394,0.5505028263377153,0.5082763131561372,0.678083628650318,0.5098850358809903,0.42094562120595114,0.5082763131561372,0.5426113780444267,0.5098850358809903,0.36153845244675414,0.3909757143798864,0.47326592512792887,0.39490511652465904,0.9953260255405797,0.9943341494597676,0.9985998736508224,0.9943237630972966,0.9860514192045063,0.9943341494597676,0.9957875549631224,0.9943237630972966,0.9751303404585452,0.9838796221184479,0.992319842193799,0.9837628626350898,1.8170765918580358,2.0747873928796623,0.9780418622848209,2.070282049522839,3.2165304654811697,2.0747873928796623,1.7549209770114944,2.070282049522839,4.337863600628934,3.5205335711756156,2.362316849816848,3.5100602038273356,james
12.603653444676405,15.353207157582464,4.036368675013039,15.565654189577266,37.44547594142262,15.353207157582464,12.30113636363636,15.565654189577266,67.47254979035634,43.633317375165575,22.61049843014128,44.49996393016883,0.04968514247029804,0.04585188360519963,0.05860142170087444,0.04629183846417037,0.039930786619525094,0.04585188360519963,0.04904074939431288,0.04629183846417037,0.03533315801232629,0.03691519896044219,0.04400712745564839,0.03754475865973957,0.5765304681564449,0.5340957307032754,0.6995257186703779,0.536304261946256,0.44892982658318276,0.5340957307032754,0.5691885778323958,0.536304261946256,0.38755976372840284,0.4160183858987684,0.5008015128291844,0.4201772486543305,0.9963210904026372,0.995519219066294,0.9988218639741205,0.9954572101575728,0.9890712143344521,0.995519219066294,0.9964101015629989,0.9954572101575728,0.9803097713512792,0.987269167938223,0.9934024882480016,0.9870162247972093,1.6789274530271385,1.9266697377491573,0.9182153103808037,1.925101525413208,2.98373430962343,1.9266697377491573,1.6592541797283182,1.925101525413208,4.055824161425579,3.2892046274314324,2.2492412349555186,3.285007410710772,james
13.138341158059472,36.74544646678495,27.277511743215044,36.75849530026364,37.29359652560083,36.74544646678495,79.08830740062766,36.75849530026364,63.751285321821044,99.94156687346704,136.9757992662475,100.02893784184366,0.07717374326330312,0.06997415580095341,0.0746133567242954,0.07103870100924205,0.07157987291311907,0.06997415580095341,0.06793149463129626,0.07103870100924205,0.06784463376046744,0.062395921080103216,0.06338988202416267,0.063681035031601,0.7247691487017066,0.6016003599923743,0.6535872781851721,0.6141646682706223,0.6193930596281901,0.6016003599923743,0.5524658601915469,0.6141646682706223,0.5626678785067792,0.498484294829143,0.497940436413003,0.5198980827687536,0.9986338195018725,0.9961715550257769,0.9971584476700446,0.9961701894433653,0.9961214896872228,0.9961715550257769,0.9917450168968565,0.9961701894433653,0.9933689188765876,0.9895652884398934,0.985675030172242,0.989556094213432,1.1350482524778298,2.142606042191447,1.7726774530271383,2.1165475805424063,2.0103938087774282,2.142606042191447,3.129998038702929,2.1165475805424063,2.7043923338566205,3.6508702666544237,4.233674004192871,3.571624847522985,lucas
8.14326421491914,28.78207075904744,22.400414274530274,28.80910935340646,26.821724791013583,28.78207075904744,65.68793475418413,28.80910935340646,50.77792386185245,83.17097099985573,115.10561124213831,83.88541598352596,0.08519098906347995,0.07816640954218784,0.08271206890157144,0.07895182406082403,0.07953768503729225,0.07816640954218784,0.07614085337171879,0.07895182406082403,0.07565782629652967,0.07056615310208428,0.07151651774946588,0.07141563793708758,0.7475019645340648,0.6235504776912054,0.6775708733537747,0.6366055676930298,0.637438443840074,0.6235504776912054,0.5763887309900764,0.6366055676930298,0.573111019060519,0.5150052192222154,0.5191220427303188,0.5387143107642665,0.9991094475603913,0.9968479720754917,0.9975466281121326,0.9968450064672166,0.9970670943423066,0.9968479720754917,0.9927955681456658,0.9968450064672166,0.9944482328139509,0.9908800390348079,0.9873580770506564,0.990801636748889,0.9327986437141367,1.9027479654078507,1.579746216075157,1.8812242510969317,1.7221362330198537,1.9027479654078507,2.807077013598325,1.8812242510969317,2.396690214547354,3.315073254548078,3.838571147798743,3.2592109232565134,lucas
10.672600417318721,31.254154945912997,21.861505088726517,29.15024454311113,33.26057014106581,31.254154945912997,67.76123823221758,29.15024454311113,60.592804814233354,89.82156910323833,121.95447785639405,89.97534463084165,0.0872667480321536,0.08050165856561572,0.08467195061277792,0.08121111770948035,0.082076811079558,0.08050165856561572,0.07837683881506229,0.08121111770948035,0.07836791917045108,0.07295601082639576,0.07377070711919899,0.0737911579510024,0.7347386830159633,0.6129544953578071,0.661506536089586,0.6265413711490684,0.6303709475566168,0.6129544953578071,0.5642257731175779,0.6265413711490684,0.5723349280508851,0.5107776828256801,0.5099805308894101,0.5340556838756142,0.9988097200449071,0.9965088339917627,0.9975577679249674,0.9967438408081398,0.9962909802013515,0.9965088339917627,0.9924182888413651,0.9967438408081398,0.9932438189437717,0.9899522223132532,0.9863334384594326,0.9899349563466162,1.055816379760042,2.0666000176423878,1.6922918841336114,2.0128789438089916,1.9267208725182863,2.0666000176423878,3.0596234309623425,2.0128789438089916,2.659831240188385,3.616233391482273,4.217200602725369,3.546926850382346,lucas
11.406794470526862,29.616679898458248,19.663432933194155,27.86231749112162,32.849284874608166,29.616679898458248,62.15968553870291,27.86231749112162,57.75045460491889,83.75231830642305,112.63030987945491,84.14885035610759,0.08578873563852152,0.0790135044774196,0.08346659773057523,0.0797790515156087,0.08032440653689399,0.0790135044774196,0.07700185771015682,0.0797790515156087,0.0765193154726394,0.0712212304970292,0.07234270748140124,0.07218216851860729,0.7403432738742821,0.6214586474117557,0.673100106904112,0.6352185261625314,0.6359917053547809,0.6214586474117557,0.5730408855170701,0.6352185261625314,0.5775837659761898,0.5168756827184678,0.5180788362086644,0.5407919641295628,0.9987122948617793,0.9966509773062716,0.9977763059492046,0.9968493534252013,0.9962920089604023,0.9966509773062716,0.992958777943032,0.9968493534252013,0.9934818202498826,0.9905145319407631,0.9872205872561991,0.9904695600991187,1.0290558163797598,1.9510423711370515,1.5750913361169083,1.9112914555297464,1.8425646551724142,1.9510423711370515,2.8566063023012553,1.9112914555297464,2.510390502354789,3.4018244776432645,3.9312139675052404,3.3283141616715426,lucas
11.914707224830453,32.586109559234316,23.056132567849705,31.882612772436072,34.70701410658306,32.586109559234316,68.53702275104601,31.882612772436072,60.83266287284143,89.52292073818549,119.61999475890988,91.12359819519679,0.08373520290882937,0.07680021383472267,0.0812236231586438,0.07759287147156622,0.07837795284657766,0.07680021383472267,0.0747690888370598,0.07759287147156622,0.074667119331345,0.06905068888554566,0.06999499675199884,0.07009178372417318,0.7382431482575045,0.6143973861332573,0.6644556488348096,0.6288117383146071,0.6341766745219954,0.6143973861332573,0.5687280687255581,0.6288117383146071,0.5759068685674339,0.513418851893601,0.5153290649192532,0.5374097940956253,0.9986419585386174,0.9962797991346859,0.9973675985547141,0.9963601074494758,0.996044409802278,0.9962797991346859,0.992162199145405,0.9963601074494758,0.9930673991525243,0.9897639450544069,0.9862982450311114,0.9895808502790616,1.053491784037559,2.054629330144634,1.690964248434238,2.021856959432306,1.8933320271682363,2.054629330144634,2.9914422071129714,2.021856959432306,2.58085099424385,3.521169711834837,4.054350104821802,3.4479118846814707,lucas
8.777259389671366,26.31778516144419,18.23658337682671,24.234977015887946,26.90799046499479,26.31778516144419,58.46053216527195,24.234977015887946,49.654788069073746,79.90207040831041,107.95965343291408,72.88728505659678,0.0831253541024428,0.07645419606786766,0.081796219463892,0.07771983427654751,0.07699500664654502,0.07645419606786766,0.07521306147329636,0.07771983427654751,0.07288474060312726,0.06862394663302812,0.07045839960752537,0.07007790246266567,0.7407964974190806,0.6227670699499248,0.68210448030449,0.6408143122341936,0.6296819787362414,0.6227670699499248,0.5794426942067906,0.6408143122341936,0.5670305855464588,0.5153380036994264,0.522056911808735,0.5427973344343843,0.9990349297704842,0.9971019183185127,0.9979920958167334,0.9973312723347448,0.9970410398585274,0.9971019183185127,0.993553606047882,0.9973312723347448,0.9945388937025555,0.991186871656986,0.9880776511713155,0.9919605595465497,0.9542286124152325,1.836520398195248,1.476621216075157,1.754711988003174,1.731507967607106,1.836520398195248,2.695397489539748,1.754711988003174,2.392556253270538,3.2549776367046612,3.745076650943396,3.060597316404561,lucas
8.91006781429316,28.494470417961278,20.682339509394577,25.596025235150147,26.577498040752353,28.494470417961278,63.83102445083683,25.596025235150147,47.77295918367344,79.64680093388071,113.95908674004201,78.24857360213007,0.08619592149171652,0.07884084168844835,0.0835710485319623,0.07981945813809518,0.08039568409255783,0.07884084168844835,0.07668592209645342,0.07981945813809518,0.07623707452676817,0.07066147006231925,0.07170419368013886,0.07175496247889138,0.753143249847011,0.6277053433639331,0.6828443382201294,0.6452206372875651,0.6444247268125917,0.6277053433639331,0.579705316778757,0.6452206372875651,0.5826595323469163,0.5191020172285652,0.52084475739641,0.5452565835643833,0.9990410724594818,0.9969290791072842,0.9977711269043487,0.9972414463532515,0.9971395671831804,0.9969290791072842,0.9931116069459854,0.9972414463532515,0.9948582768548544,0.9914042010947361,0.9876851788961655,0.9915550326006841,0.9185315597287425,1.8611413318696688,1.5341336116910225,1.7903920857550784,1.6781903082549627,1.8611413318696688,2.7804033734309646,1.7903920857550784,2.3189560439560424,3.265050956834248,3.8380568658280922,3.1534476200469586,lucas
